Date,Currency,Rate,Scrape time
13-10-2025,MAD,14.2034,2025-10-13
13-10-2025,LYD,23.9304,2025-10-13
13-10-2025,MRU,3.2643,2025-10-13
13-10-2025,SDR,177.0358,2025-10-13
14-10-2025,USD,130.3499,2025-10-14
14-10-2025,EUR,150.6389,2025-10-14
14-10-2025,GBP,172.9008,2025-10-14
14-10-2025,JPY,85.7425,2025-10-14
14-10-2025,CNY,18.2541,2025-10-14
14-10-2025,CHF,162.2176,2025-10-14
14-10-2025,CAD,92.7164,2025-10-14
14-10-2025,DKK,20.1705,2025-10-14
14-10-2025,SEK,13.6778,2025-10-14
14-10-2025,NOK,12.8327,2025-10-14
14-10-2025,AED,35.4887,2025-10-14
14-10-2025,SAR,34.7572,2025-10-14
14-10-2025,KWD,424.5234,2025-10-14
14-10-2025,TND,44.2614,2025-10-14
14-10-2025,MAD,14.208,2025-10-14
14-10-2025,LYD,23.9774,2025-10-14
14-10-2025,MRU,3.2694,2025-10-14
14-10-2025,SDR,177.3116,2025-10-14
15-10-2025,USD,130.014,2025-10-15
15-10-2025,EUR,151.2648,2025-10-15
15-10-2025,GBP,173.6994,2025-10-15
15-10-2025,JPY,85.9995,2025-10-15
15-10-2025,CNY,18.2467,2025-10-15
15-10-2025,CHF,162.6192,2025-10-15
15-10-2025,CAD,92.6224,2025-10-15
15-10-2025,DKK,20.2619,2025-10-15
15-10-2025,SEK,13.7089,2025-10-15
15-10-2025,NOK,12.8637,2025-10-15
15-10-2025,AED,35.3968,2025-10-15
15-10-2025,SAR,34.6667,2025-10-15
15-10-2025,KWD,423.7054,2025-10-15
15-10-2025,TND,44.1451,2025-10-15
15-10-2025,MAD,14.1433,2025-10-15
15-10-2025,LYD,23.8678,2025-10-15
15-10-2025,MRU,3.261,2025-10-15
15-10-2025,SDR,176.7636,2025-10-15
16-10-2025,USD,129.9328,2025-10-16
16-10-2025,EUR,151.3717,2025-10-16
16-10-2025,GBP,174.4416,2025-10-16
16-10-2025,JPY,85.8975,2025-10-16
16-10-2025,CNY,18.2344,2025-10-16
16-10-2025,CHF,163.0172,2025-10-16
16-10-2025,CAD,92.581,2025-10-16
16-10-2025,DKK,20.2677,2025-10-16
16-10-2025,SEK,13.7152,2025-10-16
16-10-2025,NOK,12.8908,2025-10-16
16-10-2025,AED,35.3751,2025-10-16
16-10-2025,SAR,34.6442,2025-10-16
16-10-2025,KWD,424.7559,2025-10-16
16-10-2025,TND,44.1176,2025-10-16
16-10-2025,MAD,14.1584,2025-10-16
16-10-2025,LYD,23.9095,2025-10-16
16-10-2025,MRU,3.259,2025-10-16
16-10-2025,SDR,177.1989,2025-10-16
17-10-2025,USD,129.7765,2025-10-17
17-10-2025,EUR,151.6179,2025-10-17
17-10-2025,GBP,174.1733,2025-10-17
17-10-2025,JPY,86.6853,2025-10-17
17-10-2025,CNY,18.2121,2025-10-17
17-10-2025,CHF,164.3677,2025-10-17
17-10-2025,CAD,92.3249,2025-10-17
17-10-2025,DKK,20.3408,2025-10-17
17-10-2025,SEK,13.7163,2025-10-17
17-10-2025,NOK,12.8617,2025-10-17
17-10-2025,AED,35.3321,2025-10-17
17-10-2025,SAR,34.6025,2025-10-17
17-10-2025,KWD,424.5919,2025-10-17
17-10-2025,TND,44.306,2025-10-17
17-10-2025,MAD,14.0896,2025-10-17
17-10-2025,LYD,23.9113,2025-10-17
17-10-2025,MRU,3.2551,2025-10-17
17-10-2025,SDR,177.2324,2025-10-17
17-10-2025,USD,129.7765,2025-10-18
17-10-2025,EUR,151.6179,2025-10-18
17-10-2025,GBP,174.1733,2025-10-18
17-10-2025,JPY,86.6853,2025-10-18
17-10-2025,CNY,18.2121,2025-10-18
17-10-2025,CHF,164.3677,2025-10-18
17-10-2025,CAD,92.3249,2025-10-18
17-10-2025,DKK,20.3408,2025-10-18
17-10-2025,SEK,13.7163,2025-10-18
17-10-2025,NOK,12.8617,2025-10-18
17-10-2025,AED,35.3321,2025-10-18
17-10-2025,SAR,34.6025,2025-10-18
17-10-2025,KWD,424.5919,2025-10-18
17-10-2025,TND,44.306,2025-10-18
17-10-2025,MAD,14.0896,2025-10-18
17-10-2025,LYD,23.9113,2025-10-18
17-10-2025,MRU,3.2551,2025-10-18
17-10-2025,SDR,177.2324,2025-10-18
17-10-2025,USD,129.7765,2025-10-19
17-10-2025,EUR,151.6179,2025-10-19
17-10-2025,GBP,174.1733,2025-10-19
17-10-2025,JPY,86.6853,2025-10-19
17-10-2025,CNY,18.2121,2025-10-19
17-10-2025,CHF,164.3677,2025-10-19
17-10-2025,CAD,92.3249,2025-10-19
17-10-2025,DKK,20.3408,2025-10-19
17-10-2025,SEK,13.7163,2025-10-19
17-10-2025,NOK,12.8617,2025-10-19
17-10-2025,AED,35.3321,2025-10-19
17-10-2025,SAR,34.6025,2025-10-19
17-10-2025,KWD,424.5919,2025-10-19
17-10-2025,TND,44.306,2025-10-19
17-10-2025,MAD,14.0896,2025-10-19
17-10-2025,LYD,23.9113,2025-10-19
17-10-2025,MRU,3.2551,2025-10-19
17-10-2025,SDR,177.2324,2025-10-19
20-10-2025,USD,129.8575,2025-10-20
20-10-2025,EUR,151.4528,2025-10-20
20-10-2025,GBP,174.2703,2025-10-20
20-10-2025,JPY,86.1267,2025-10-20
20-10-2025,CNY,18.2299,2025-10-20
20-10-2025,CHF,163.6928,2025-10-20
20-10-2025,CAD,92.5406,2025-10-20
20-10-2025,DKK,20.2788,2025-10-20
20-10-2025,SEK,13.7725,2025-10-20
20-10-2025,NOK,12.9246,2025-10-20
20-10-2025,AED,35.3546,2025-10-20
20-10-2025,SAR,34.6241,2025-10-20
20-10-2025,KWD,424.3016,2025-10-20
20-10-2025,TND,44.3374,2025-10-20
20-10-2025,MAD,14.1763,2025-10-20
20-10-2025,LYD,23.9262,2025-10-20
20-10-2025,MRU,3.2571,2025-10-20
20-10-2025,SDR,177.6027,2025-10-20
21-10-2025,USD,130.0371,2025-10-21
21-10-2025,EUR,151.1616,2025-10-21
21-10-2025,GBP,174.0792,2025-10-21
21-10-2025,JPY,85.8473,2025-10-21
21-10-2025,CNY,18.2713,2025-10-21
21-10-2025,CHF,163.9296,2025-10-21
21-10-2025,CAD,92.484,2025-10-21
21-10-2025,DKK,20.2389,2025-10-21
21-10-2025,SEK,13.8089,2025-10-21
21-10-2025,NOK,12.9134,2025-10-21
21-10-2025,AED,35.4035,2025-10-21
21-10-2025,SAR,34.6729,2025-10-21
21-10-2025,KWD,424.7497,2025-10-21
21-10-2025,TND,44.3722,2025-10-21
21-10-2025,MAD,14.159,2025-10-21
21-10-2025,LYD,23.9649,2025-10-21
21-10-2025,MRU,3.2616,2025-10-21
21-10-2025,SDR,177.5883,2025-10-21
22-10-2025,USD,130.153,2025-10-22
22-10-2025,EUR,150.9319,2025-10-22
22-10-2025,GBP,173.4217,2025-10-22
22-10-2025,JPY,85.7992,2025-10-22
22-10-2025,CNY,18.2677,2025-10-22
22-10-2025,CHF,163.4575,2025-10-22
22-10-2025,CAD,92.9067,2025-10-22
22-10-2025,DKK,20.2092,2025-10-22
22-10-2025,SEK,13.7841,2025-10-22
22-10-2025,NOK,12.9627,2025-10-22
22-10-2025,AED,35.4351,2025-10-22
22-10-2025,SAR,34.7038,2025-10-22
22-10-2025,KWD,424.5735,2025-10-22
22-10-2025,TND,44.2961,2025-10-22
22-10-2025,MAD,14.1267,2025-10-22
22-10-2025,LYD,23.9491,2025-10-22
22-10-2025,MRU,3.2645,2025-10-22
22-10-2025,SDR,177.4602,2025-10-22
23-10-2025,USD,130.1356,2025-10-23
23-10-2025,EUR,150.9964,2025-10-23
23-10-2025,GBP,173.7458,2025-10-23
23-10-2025,JPY,85.3208,2025-10-23
23-10-2025,CNY,18.2721,2025-10-23
23-10-2025,CHF,163.2306,2025-10-23
23-10-2025,CAD,92.9839,2025-10-23
23-10-2025,DKK,20.2103,2025-10-23
23-10-2025,SEK,13.8417,2025-10-23
23-10-2025,NOK,13.0146,2025-10-23
23-10-2025,AED,35.4352,2025-10-23
23-10-2025,SAR,34.6973,2025-10-23
23-10-2025,KWD,424.5167,2025-10-23
23-10-2025,TND,44.2435,2025-10-23
23-10-2025,MAD,14.0649,2025-10-23
23-10-2025,LYD,23.927,2025-10-23
23-10-2025,MRU,3.2641,2025-10-23
23-10-2025,SDR,177.2022,2025-10-23
24-10-2025,USD,130.1356,2025-10-24
24-10-2025,EUR,151.0679,2025-10-24
24-10-2025,GBP,173.1678,2025-10-24
24-10-2025,JPY,85.0893,2025-10-24
24-10-2025,CNY,18.2693,2025-10-24
24-10-2025,CHF,163.4869,2025-10-24
24-10-2025,CAD,92.8446,2025-10-24
24-10-2025,DKK,20.2296,2025-10-24
24-10-2025,SEK,13.8624,2025-10-24
24-10-2025,NOK,13.0134,2025-10-24
24-10-2025,AED,35.4303,2025-10-24
24-10-2025,SAR,34.701,2025-10-24
24-10-2025,KWD,424.3783,2025-10-24
24-10-2025,TND,44.2608,2025-10-24
24-10-2025,MAD,14.068,2025-10-24
24-10-2025,LYD,23.927,2025-10-24
24-10-2025,MRU,3.2641,2025-10-24
24-10-2025,SDR,177.1632,2025-10-24
24-10-2025,USD,130.1356,2025-10-25
24-10-2025,EUR,151.0679,2025-10-25
24-10-2025,GBP,173.1678,2025-10-25
24-10-2025,JPY,85.0893,2025-10-25
24-10-2025,CNY,18.2693,2025-10-25
24-10-2025,CHF,163.4869,2025-10-25
24-10-2025,CAD,92.8446,2025-10-25
24-10-2025,DKK,20.2296,2025-10-25
24-10-2025,SEK,13.8624,2025-10-25
24-10-2025,NOK,13.0134,2025-10-25
24-10-2025,AED,35.4303,2025-10-25
24-10-2025,SAR,34.701,2025-10-25
24-10-2025,KWD,424.3783,2025-10-25
24-10-2025,TND,44.2608,2025-10-25
24-10-2025,MAD,14.068,2025-10-25
24-10-2025,LYD,23.927,2025-10-25
24-10-2025,MRU,3.2641,2025-10-25
24-10-2025,SDR,177.1632,2025-10-25
24-10-2025,USD,130.1356,2025-10-26
24-10-2025,EUR,151.0679,2025-10-26
24-10-2025,GBP,173.1678,2025-10-26
24-10-2025,JPY,85.0893,2025-10-26
24-10-2025,CNY,18.2693,2025-10-26
24-10-2025,CHF,163.4869,2025-10-26
24-10-2025,CAD,92.8446,2025-10-26
24-10-2025,DKK,20.2296,2025-10-26
24-10-2025,SEK,13.8624,2025-10-26
24-10-2025,NOK,13.0134,2025-10-26
24-10-2025,AED,35.4303,2025-10-26
24-10-2025,SAR,34.701,2025-10-26
24-10-2025,KWD,424.3783,2025-10-26
24-10-2025,TND,44.2608,2025-10-26
24-10-2025,MAD,14.068,2025-10-26
24-10-2025,LYD,23.927,2025-10-26
24-10-2025,MRU,3.2641,2025-10-26
24-10-2025,SDR,177.1632,2025-10-26
27-10-2025,USD,130.0776,2025-10-27
27-10-2025,EUR,151.1372,2025-10-27
27-10-2025,GBP,173.1598,2025-10-27
27-10-2025,JPY,85.0403,2025-10-27
27-10-2025,CNY,18.2908,2025-10-27
27-10-2025,CHF,163.1681,2025-10-27
27-10-2025,CAD,93.0555,2025-10-27
27-10-2025,DKK,20.2338,2025-10-27
27-10-2025,SEK,13.8428,2025-10-27
27-10-2025,NOK,12.9853,2025-10-27
27-10-2025,AED,35.4146,2025-10-27
27-10-2025,SAR,34.6865,2025-10-27
27-10-2025,KWD,424.1892,2025-10-27
27-10-2025,TND,44.2772,2025-10-27
27-10-2025,MAD,14.0848,2025-10-27
27-10-2025,LYD,23.9163,2025-10-27
27-10-2025,MRU,3.2626,2025-10-27
27-10-2025,SDR,177.1753,2025-10-27
28-10-2025,USD,129.9212,2025-10-28
28-10-2025,EUR,151.4102,2025-10-28
28-10-2025,GBP,173.2514,2025-10-28
28-10-2025,JPY,85.365,2025-10-28
28-10-2025,CNY,18.2972,2025-10-28
28-10-2025,CHF,163.5464,2025-10-28
28-10-2025,CAD,92.7843,2025-10-28
28-10-2025,DKK,20.2717,2025-10-28
28-10-2025,SEK,13.8572,2025-10-28
28-10-2025,NOK,12.9964,2025-10-28
28-10-2025,AED,35.3739,2025-10-28
28-10-2025,SAR,34.6448,2025-10-28
28-10-2025,KWD,423.541,2025-10-28
28-10-2025,TND,44.2368,2025-10-28
28-10-2025,MAD,14.077,2025-10-28
28-10-2025,LYD,23.8907,2025-10-28
28-10-2025,MRU,3.2587,2025-10-28
28-10-2025,SDR,177.2481,2025-10-28
29-10-2025,USD,130.0198,2025-10-29
29-10-2025,EUR,151.2521,2025-10-29
29-10-2025,GBP,171.9839,2025-10-29
29-10-2025,JPY,85.5197,2025-10-29
29-10-2025,CNY,18.3172,2025-10-29
29-10-2025,CHF,163.4442,2025-10-29
29-10-2025,CAD,93.3414,2025-10-29
29-10-2025,DKK,20.2516,2025-10-29
29-10-2025,SEK,13.8716,2025-10-29
29-10-2025,NOK,13.0165,2025-10-29
29-10-2025,AED,35.4037,2025-10-29
29-10-2025,SAR,34.6692,2025-10-29
29-10-2025,KWD,424.139,2025-10-29
29-10-2025,TND,44.2749,2025-10-29
29-10-2025,MAD,14.0951,2025-10-29
29-10-2025,LYD,23.9511,2025-10-29
29-10-2025,MRU,3.2612,2025-10-29
29-10-2025,SDR,177.4606,2025-10-29
30-10-2025,USD,130.1183,2025-10-30
30-10-2025,EUR,151.1194,2025-10-30
30-10-2025,GBP,171.6714,2025-10-30
30-10-2025,JPY,84.7981,2025-10-30
30-10-2025,CNY,18.3066,2025-10-30
30-10-2025,CHF,162.8617,2025-10-30
30-10-2025,CAD,93.3183,2025-10-30
30-10-2025,DKK,20.2357,2025-10-30
30-10-2025,SEK,13.8362,2025-10-30
30-10-2025,NOK,12.9828,2025-10-30
30-10-2025,AED,35.4252,2025-10-30
30-10-2025,SAR,34.6955,2025-10-30
30-10-2025,KWD,424.5989,2025-10-30
30-10-2025,TND,44.3009,2025-10-30
30-10-2025,MAD,14.0999,2025-10-30
30-10-2025,LYD,23.9256,2025-10-30
30-10-2025,MRU,3.2636,2025-10-30
30-10-2025,SDR,177.3999,2025-10-30
31-10-2025,USD,130.3731,2025-10-31
31-10-2025,EUR,150.7113,2025-10-31
31-10-2025,GBP,171.3407,2025-10-31
31-10-2025,JPY,84.4905,2025-10-31
31-10-2025,CNY,18.3249,2025-10-31
31-10-2025,CHF,162.4385,2025-10-31
31-10-2025,CAD,93.1204,2025-10-31
31-10-2025,DKK,20.1822,2025-10-31
31-10-2025,SEK,13.802,2025-10-31
31-10-2025,NOK,12.9616,2025-10-31
31-10-2025,AED,35.4955,2025-10-31
31-10-2025,SAR,34.7634,2025-10-31
31-10-2025,KWD,425.1528,2025-10-31
31-10-2025,TND,44.2003,2025-10-31
31-10-2025,MAD,14.0921,2025-10-31
31-10-2025,LYD,23.9566,2025-10-31
31-10-2025,MRU,3.27,2025-10-31
31-10-2025,SDR,177.304,2025-10-31
31-10-2025,USD,130.3731,2025-11-01
31-10-2025,EUR,150.7113,2025-11-01
31-10-2025,GBP,171.3407,2025-11-01
31-10-2025,JPY,84.4905,2025-11-01
31-10-2025,CNY,18.3249,2025-11-01
31-10-2025,CHF,162.4385,2025-11-01
31-10-2025,CAD,93.1204,2025-11-01
31-10-2025,DKK,20.1822,2025-11-01
31-10-2025,SEK,13.802,2025-11-01
31-10-2025,NOK,12.9616,2025-11-01
31-10-2025,AED,35.4955,2025-11-01
31-10-2025,SAR,34.7634,2025-11-01
31-10-2025,KWD,425.1528,2025-11-01
31-10-2025,TND,44.2003,2025-11-01
31-10-2025,MAD,14.0921,2025-11-01
31-10-2025,LYD,23.9566,2025-11-01
31-10-2025,MRU,3.27,2025-11-01
31-10-2025,SDR,177.304,2025-11-01
31-10-2025,USD,130.3731,2025-11-02
31-10-2025,EUR,150.7113,2025-11-02
31-10-2025,GBP,171.3407,2025-11-02
31-10-2025,JPY,84.4905,2025-11-02
31-10-2025,CNY,18.3249,2025-11-02
31-10-2025,CHF,162.4385,2025-11-02
31-10-2025,CAD,93.1204,2025-11-02
31-10-2025,DKK,20.1822,2025-11-02
31-10-2025,SEK,13.802,2025-11-02
31-10-2025,NOK,12.9616,2025-11-02
31-10-2025,AED,35.4955,2025-11-02
31-10-2025,SAR,34.7634,2025-11-02
31-10-2025,KWD,425.1528,2025-11-02
31-10-2025,TND,44.2003,2025-11-02
31-10-2025,MAD,14.0921,2025-11-02
31-10-2025,LYD,23.9566,2025-11-02
31-10-2025,MRU,3.27,2025-11-02
31-10-2025,SDR,177.304,2025-11-02
03-11-2025,USD,130.5122,2025-11-03
03-11-2025,EUR,150.461,2025-11-03
03-11-2025,GBP,171.3321,2025-11-03
03-11-2025,JPY,84.641,2025-11-03
03-11-2025,CNY,18.333,2025-11-03
03-11-2025,CHF,162.0465,2025-11-03
03-11-2025,CAD,93.0834,2025-11-03
03-11-2025,DKK,20.1469,2025-11-03
03-11-2025,SEK,13.7591,2025-11-03
03-11-2025,NOK,12.9239,2025-11-03
03-11-2025,AED,35.5329,2025-11-03
03-11-2025,SAR,34.7986,2025-11-03
03-11-2025,KWD,424.9136,2025-11-03
03-11-2025,TND,44.1457,2025-11-03
03-11-2025,MAD,14.0573,2025-11-03
03-11-2025,LYD,23.9821,2025-11-03
03-11-2025,MRU,3.2735,2025-11-03
03-11-2025,SDR,177.2844,2025-11-03
04-11-2025,USD,130.5237,2025-11-04
04-11-2025,EUR,150.4612,2025-11-04
04-11-2025,GBP,171.336,2025-11-04
04-11-2025,JPY,85.0955,2025-11-04
04-11-2025,CNY,18.3206,2025-11-04
04-11-2025,CHF,161.7094,2025-11-04
04-11-2025,CAD,92.8235,2025-11-04
04-11-2025,DKK,20.1599,2025-11-04
04-11-2025,SEK,13.7423,2025-11-04
04-11-2025,NOK,12.854,2025-11-04
04-11-2025,AED,35.536,2025-11-04
04-11-2025,SAR,34.8017,2025-11-04
04-11-2025,KWD,425.0895,2025-11-04
04-11-2025,TND,44.0854,2025-11-04
04-11-2025,MAD,14.0205,2025-11-04
04-11-2025,LYD,23.9004,2025-11-04
04-11-2025,MRU,3.2738,2025-11-04
04-11-2025,SDR,177.0259,2025-11-04
05-11-2025,USD,130.686,2025-11-05
05-11-2025,EUR,150.204,2025-11-05
05-11-2025,GBP,170.3637,2025-11-05
05-11-2025,JPY,85.0931,2025-11-05
05-11-2025,CNY,18.3385,2025-11-05
05-11-2025,CHF,161.4803,2025-11-05
05-11-2025,CAD,92.6293,2025-11-05
05-11-2025,DKK,20.1193,2025-11-05
05-11-2025,SEK,13.6431,2025-11-05
05-11-2025,NOK,12.8107,2025-11-05
05-11-2025,AED,35.5802,2025-11-05
05-11-2025,SAR,34.8459,2025-11-05
05-11-2025,KWD,425.2026,2025-11-05
05-11-2025,TND,44.1053,2025-11-05
05-11-2025,MAD,14.0491,2025-11-05
05-11-2025,LYD,23.9224,2025-11-05
05-11-2025,MRU,3.2778,2025-11-05
05-11-2025,SDR,177.0761,2025-11-05
06-11-2025,USD,130.6221,2025-11-06
06-11-2025,EUR,150.3395,2025-11-06
06-11-2025,GBP,170.6475,2025-11-06
06-11-2025,JPY,84.9161,2025-11-06
06-11-2025,CNY,18.3381,2025-11-06
06-11-2025,CHF,161.4612,2025-11-06
06-11-2025,CAD,92.6234,2025-11-06
06-11-2025,DKK,20.1383,2025-11-06
06-11-2025,SEK,13.6959,2025-11-06
06-11-2025,NOK,12.8087,2025-11-06
06-11-2025,AED,35.5628,2025-11-06
06-11-2025,SAR,34.8289,2025-11-06
06-11-2025,KWD,425.2714,2025-11-06
06-11-2025,TND,44.0205,2025-11-06
06-11-2025,MAD,14.0342,2025-11-06
06-11-2025,LYD,23.8747,2025-11-06
06-11-2025,MRU,3.2762,2025-11-06
06-11-2025,SDR,176.9504,2025-11-06
07-11-2025,USD,130.5005,2025-11-07
07-11-2025,EUR,150.5389,2025-11-07
07-11-2025,GBP,171.1819,2025-11-07
07-11-2025,JPY,85.0305,2025-11-07
07-11-2025,CNY,18.3213,2025-11-07
07-11-2025,CHF,161.5405,2025-11-07
07-11-2025,CAD,92.4258,2025-11-07
07-11-2025,DKK,20.1566,2025-11-07
07-11-2025,SEK,13.6211,2025-11-07
07-11-2025,NOK,12.7818,2025-11-07
07-11-2025,AED,35.5297,2025-11-07
07-11-2025,SAR,34.7946,2025-11-07
07-11-2025,KWD,425.0139,2025-11-07
07-11-2025,TND,44.1514,2025-11-07
07-11-2025,MAD,14.0212,2025-11-07
07-11-2025,LYD,23.8673,2025-11-07
07-11-2025,MRU,3.2732,2025-11-07
07-11-2025,SDR,176.9944,2025-11-07
07-11-2025,USD,130.5005,2025-11-08
07-11-2025,EUR,150.5389,2025-11-08
07-11-2025,GBP,171.1819,2025-11-08
07-11-2025,JPY,85.0305,2025-11-08
07-11-2025,CNY,18.3213,2025-11-08
07-11-2025,CHF,161.5405,2025-11-08
07-11-2025,CAD,92.4258,2025-11-08
07-11-2025,DKK,20.1566,2025-11-08
07-11-2025,SEK,13.6211,2025-11-08
07-11-2025,NOK,12.7818,2025-11-08
07-11-2025,AED,35.5297,2025-11-08
07-11-2025,SAR,34.7946,2025-11-08
07-11-2025,KWD,425.0139,2025-11-08
07-11-2025,TND,44.1514,2025-11-08
07-11-2025,MAD,14.0212,2025-11-08
07-11-2025,LYD,23.8673,2025-11-08
07-11-2025,MRU,3.2732,2025-11-08
07-11-2025,SDR,176.9944,2025-11-08
07-11-2025,USD,130.5005,2025-11-09
07-11-2025,EUR,150.5389,2025-11-09
07-11-2025,GBP,171.1819,2025-11-09
07-11-2025,JPY,85.0305,2025-11-09
07-11-2025,CNY,18.3213,2025-11-09
07-11-2025,CHF,161.5405,2025-11-09
07-11-2025,CAD,92.4258,2025-11-09
07-11-2025,DKK,20.1566,2025-11-09
07-11-2025,SEK,13.6211,2025-11-09
07-11-2025,NOK,12.7818,2025-11-09
07-11-2025,AED,35.5297,2025-11-09
07-11-2025,SAR,34.7946,2025-11-09
07-11-2025,KWD,425.0139,2025-11-09
07-11-2025,TND,44.1514,2025-11-09
07-11-2025,MAD,14.0212,2025-11-09
07-11-2025,LYD,23.8673,2025-11-09
07-11-2025,MRU,3.2732,2025-11-09
07-11-2025,SDR,176.9944,2025-11-09
10-11-2025,USD,130.3325,2025-11-10
10-11-2025,EUR,150.8012,2025-11-10
10-11-2025,GBP,171.4789,2025-11-10
10-11-2025,JPY,84.6315,2025-11-10
10-11-2025,CNY,18.3109,2025-11-10
10-11-2025,CHF,161.7732,2025-11-10
10-11-2025,CAD,93.0183,2025-11-10
10-11-2025,DKK,20.195,2025-11-10
10-11-2025,SEK,13.7077,2025-11-10
10-11-2025,NOK,12.8994,2025-11-10
10-11-2025,AED,35.4839,2025-11-10
10-11-2025,SAR,34.7507,2025-11-10
10-11-2025,KWD,424.4668,2025-11-10
10-11-2025,TND,44.1731,2025-11-10
10-11-2025,MAD,14.0558,2025-11-10
10-11-2025,LYD,23.8365,2025-11-10
10-11-2025,MRU,3.269,2025-11-10
10-11-2025,SDR,177.0403,2025-11-10
11-11-2025,USD,130.3788,2025-11-11
11-11-2025,EUR,150.7179,2025-11-11
11-11-2025,GBP,171.1682,2025-11-11
11-11-2025,JPY,84.5545,2025-11-11
11-11-2025,CNY,18.3082,2025-11-11
11-11-2025,CHF,162.2232,2025-11-11
